ID,cut,color,clarity,depth,table,price,x,y,z
402,Fair,G,SI2,58.9,67.0,3815,6.51,6.54,3.84
403,Ideal,G,SI2,62.8,56.0,15840,8.05,8.04,5.05
404,Ideal,F,SI1,62.5,57.0,2262,5.68,5.74,3.57
405,Premium,J,VVS2,60.4,59.0,1844,5.77,5.82,3.5
406,Premium,F,VS1,60.5,56.0,7197,6.59,6.53,3.97
407,Ideal,H,VVS2,62.0,55.0,795,4.68,4.7,2.91
408,Ideal,G,VVS1,61.7,55.0,789,4.33,4.32,2.67
409,Good,J,SI2,63.3,57.0,7742,7.55,7.58,4.79
410,Ideal,E,VS1,61.6,57.0,936,4.33,4.31,2.66
411,Premium,G,VS2,61.3,58.0,1113,4.9,4.83,2.98
412,Very Good,J,VS2,62.9,56.0,393,4.37,4.41,2.76
413,,J,VS2,63.0,57.0,5831,7.11,7.04,4.46
414,Ideal,G,VVS2,,57.0,901,4.72,,2.87
415,,J,VS2,62.3,57.0,16790,8.58,8.51,5.32
416,Very Good,I,VS2,61.2,57.0,449,4.38,4.41,2.69
417,Premium,D,SI1,61.2,60.0,5779,6.46,6.41,3.94
418,Ideal,G,SI1,61.9,57.0,2351,5.69,5.65,3.51
419,Good,F,VS2,63.4,56.0,746,4.55,4.63,2.91
420,Ideal,H,VS2,62.8,57.0,4771,6.7,6.67,4.2
421,Premium,F,SI1,62.3,61.0,10866,7.3,7.2,4.52
422,Premium,I,VS1,62.3,55.0,4919,6.58,6.52,4.08
423,Good,F,VS1,59.9,65.0,1088,4.83,4.88,2.91
424,Very Good,D,VS1,59.7,58.0,9901,6.69,6.72,4.0
425,Very Good,E,VVS2,61.4,60.0,817,4.35,4.35,2.67
426,Very Good,E,SI1,59.0,59.0,3260,5.94,5.99,3.52
427,Ideal,F,VS1,,57.0,1800,5.17,,3.19
428,Very Good,E,SI2,63.4,57.0,12030,7.59,7.5,4.78
429,Very Good,D,VVS2,62.5,53.0,457,3.94,3.93,2.46
430,Premium,F,VS1,62.3,55.0,8113,6.57,6.5,4.07
431,Ideal,G,VVS1,61.4,57.0,16492,7.43,7.36,4.54
432,Very Good,H,SI2,63.3,58.0,2054,5.66,5.69,3.59
433,Premium,I,SI2,58.3,62.0,3579,6.71,6.66,3.9
434,Ideal,G,VVS2,61.4,55.0,12066,6.97,7.0,4.29
435,Very Good,F,VS2,62.8,62.0,4124,6.09,6.17,3.85
436,Ideal,D,VS2,62.3,56.0,1857,5.14,5.16,3.21
437,Very Good,D,SI1,63.1,56.0,756,4.39,4.33,2.75
438,Ideal,E,VVS2,61.5,57.0,1080,4.42,4.42,2.72
439,Ideal,E,SI1,62.8,54.0,1989,5.57,5.55,3.49
440,Fair,I,VS1,64.5,56.0,2103,5.6,5.56,3.6
441,Premium,J,VS2,62.1,60.0,5173,6.99,6.86,4.3
442,,G,SI2,61.9,55.0,4581,6.46,6.5,4.01
443,Ideal,H,VVS1,61.8,56.0,795,4.6,4.63,2.85
444,Premium,G,VVS2,61.2,59.0,2012,5.16,5.14,3.15
445,Ideal,I,SI1,61.8,57.0,459,4.51,4.52,2.79
446,Ideal,H,VS2,62.2,54.0,760,4.82,4.83,3.0
447,Ideal,E,VVS2,60.8,56.0,3056,5.51,5.48,3.34
448,Very Good,H,SI1,62.4,58.0,7119,7.02,7.09,4.4
449,Premium,G,SI2,61.1,60.0,3837,6.7,6.63,4.07
450,Ideal,I,VS1,,54.0,2142,5.63,,3.57
451,Good,F,VVS1,,57.0,10983,6.71,,4.28
452,Ideal,G,VVS1,,55.0,1207,4.83,,3.0
453,Premium,G,VVS2,61.0,59.0,1838,5.09,5.1,3.11
454,Ideal,D,SI1,61.4,56.0,2995,5.77,5.82,3.56
455,Ideal,I,VVS2,62.7,54.0,720,4.39,4.38,2.75
456,Very Good,F,SI1,63.2,56.0,879,4.73,4.67,2.97
457,Very Good,F,VS2,62.0,58.0,1764,5.36,5.42,3.34
458,Very Good,G,VVS1,61.6,56.0,607,4.24,4.26,2.62
459,Good,G,SI1,57.1,59.0,4757,6.67,6.63,3.8
460,,H,VS1,63.6,55.0,545,4.3,4.32,2.74
461,Ideal,F,VVS1,62.4,55.0,828,4.33,4.35,2.71
462,Ideal,E,VS2,61.7,55.0,1984,5.39,5.31,3.3
463,Premium,G,VS1,62.2,60.0,1815,5.13,5.12,3.19
464,Ideal,G,VVS2,62.5,54.0,1797,5.17,5.19,3.24
465,Ideal,E,SI2,61.7,55.0,4563,6.62,6.58,4.07
466,Premium,F,SI2,62.6,58.0,3754,6.44,6.41,4.02
467,Very Good,E,VS2,60.3,58.0,677,4.57,4.65,2.78
468,Fair,F,SI1,66.0,56.0,2121,5.6,5.55,3.68
469,Premium,I,SI1,62.3,58.0,538,4.38,4.35,2.72
470,Ideal,G,VVS1,61.6,56.0,3487,5.78,5.82,3.57
471,Premium,D,VVS1,62.2,59.0,940,4.37,4.31,2.7
472,Premium,D,SI2,62.0,58.0,5412,6.87,6.81,4.24
473,Very Good,I,SI1,63.1,59.0,15751,8.12,8.02,5.09
474,Good,G,IF,59.6,56.0,8973,6.8,6.85,4.07
475,,F,VS1,62.2,55.0,696,4.38,4.43,2.74
476,Very Good,E,SI2,62.6,61.0,590,4.57,4.63,2.88
477,Good,E,I1,64.1,59.0,2609,5.89,5.85,3.76
478,Very Good,F,VVS1,61.8,59.0,897,4.32,4.36,2.68
479,Premium,G,VS2,,59.0,6228,6.64,,3.9
480,Premium,G,SI2,61.2,56.0,1610,5.76,5.67,3.5
481,,G,SI1,61.0,55.0,1439,5.23,5.26,3.2
482,Very Good,I,VS2,,55.0,383,4.25,,2.66
483,Ideal,E,VS1,61.7,55.0,2285,5.47,5.46,3.37
484,Premium,H,IF,61.4,61.0,1971,5.13,5.04,3.12
485,Good,D,VS1,63.3,55.0,3571,5.68,5.76,3.62
486,Ideal,G,VS2,60.9,55.0,10581,7.25,7.19,4.4
487,Ideal,F,VS2,62.6,55.0,5260,6.18,6.25,3.89
488,,F,SI2,61.9,56.0,3748,6.53,6.5,4.03
489,Very Good,H,SI1,63.1,56.0,2048,5.63,5.66,3.56
490,Premium,H,VS2,61.5,58.0,8061,7.15,7.1,4.38
491,Good,E,SI2,60.1,61.0,8020,7.31,7.42,4.43
492,Premium,I,SI1,61.4,59.0,5464,6.85,6.76,4.18
493,Ideal,H,SI1,59.7,60.0,4812,6.61,6.58,3.94
494,,D,VS2,59.7,57.0,1040,4.78,4.8,2.86
495,Ideal,D,SI1,61.9,57.0,1683,5.24,5.19,3.23
496,Very Good,H,SI1,62.9,56.0,667,4.65,4.7,2.94
497,Ideal,E,VVS2,62.0,56.0,815,4.21,4.24,2.62
498,Good,E,SI1,63.4,56.0,687,4.66,4.74,2.98
499,Ideal,D,SI1,61.5,54.0,3266,6.08,6.12,3.75
500,Ideal,D,VS2,62.2,55.0,3092,5.68,5.7,3.54
501,,D,SI2,64.0,56.0,10729,7.17,7.24,4.61
502,Very Good,G,I1,62.4,59.0,3287,6.34,6.42,3.98
503,Good,E,SI2,63.3,59.0,4398,6.32,6.42,4.03
504,Premium,F,VS2,62.1,57.0,853,4.43,4.4,2.74
505,Very Good,H,VS2,63.1,58.0,628,4.34,4.31,2.73
506,,D,VVS2,63.5,58.0,1010,4.3,4.24,2.71
507,Ideal,D,VS2,61.9,55.0,802,4.5,4.52,2.79
508,Ideal,D,VS1,62.1,57.0,3801,5.7,5.74,3.55
509,Very Good,H,VVS2,61.0,56.0,542,4.28,4.28,2.61
510,Ideal,H,SI1,61.7,55.0,1880,5.55,5.56,3.43
511,Very Good,D,SI1,60.2,61.0,1650,5.26,5.3,3.18
512,Good,E,SI2,63.5,55.0,421,4.26,4.31,2.72
513,Ideal,E,SI2,61.0,58.0,3723,6.26,6.29,3.83
514,Premium,F,SI1,60.1,60.0,1257,5.45,5.33,3.24
515,Very Good,G,VVS2,61.5,58.0,10321,6.89,6.97,4.26
516,Very Good,E,SI2,63.2,57.0,855,4.68,4.65,2.95
517,Premium,I,VVS2,62.1,58.0,9328,7.29,7.32,4.54
518,,F,SI1,62.7,59.0,15133,8.02,7.92,5.0
519,Premium,G,VS2,63.0,58.0,4136,6.13,6.07,3.84
520,Ideal,E,VVS2,61.5,55.0,1055,4.79,4.77,2.94
521,Very Good,I,SI1,61.9,61.0,395,4.28,4.28,2.65
522,Ideal,G,VS2,60.9,57.0,1010,4.73,4.79,2.9
523,Good,E,SI2,59.7,63.0,2092,5.72,5.78,3.43
524,Ideal,G,VS1,60.4,57.0,11109,7.32,7.22,4.39
525,Ideal,E,VS1,62.2,56.0,2108,5.26,5.23,3.26
526,Premium,H,SI2,61.5,60.0,4743,6.73,6.77,4.15
527,Ideal,G,VS2,61.0,57.0,5503,6.56,6.52,3.99
528,Premium,H,SI2,61.8,58.0,17553,8.37,8.27,5.14
529,Very Good,F,VVS1,,60.0,1978,4.98,,3.18
530,Ideal,G,VS1,62.4,57.0,776,4.34,4.28,2.69
531,Good,E,VS1,63.6,58.0,3175,5.67,5.62,3.59
532,Very Good,H,SI1,62.2,56.0,448,4.36,4.38,2.72
533,Very Good,E,VS2,61.9,57.0,1547,5.05,5.1,3.14
534,,F,VVS2,63.3,56.0,8912,6.55,6.71,4.2
535,Very Good,I,VVS1,60.6,57.0,596,4.46,4.49,2.71
536,Good,F,SI2,58.0,61.0,4392,6.71,6.77,3.91
537,Ideal,F,VVS1,62.1,57.0,11886,6.82,6.74,4.21
538,Ideal,F,VS2,62.0,57.0,16384,7.7,7.63,4.75
539,Fair,J,VS1,65.3,56.0,7139,7.15,7.1,4.65
540,Ideal,F,VVS1,62.1,56.0,925,4.39,4.43,2.74
541,Very Good,J,SI1,60.7,58.0,12768,8.0,8.07,4.88
542,Very Good,F,VS1,63.9,55.0,3604,5.84,5.87,3.74
543,Very Good,E,SI1,60.5,61.0,755,4.78,4.8,2.9
544,,F,VVS2,62.0,55.0,2611,5.35,5.39,3.33
545,Very Good,D,VS1,63.2,56.0,7785,6.37,6.32,4.01
546,Premium,D,SI2,62.3,59.0,1449,5.41,5.32,3.34
547,Very Good,F,IF,60.0,57.0,10346,6.45,6.54,3.9
548,Ideal,F,SI1,61.3,56.0,5495,6.52,6.53,4.0
549,Very Good,F,VVS2,61.9,57.0,548,4.06,4.11,2.53
550,Premium,G,VVS2,61.4,58.0,6843,6.45,6.51,3.98
551,Ideal,D,VS1,62.1,56.0,4243,5.83,5.86,3.63
552,Premium,D,VVS1,62.1,60.0,910,4.35,4.41,2.72
553,Ideal,E,VS2,61.4,55.0,1739,5.21,5.24,3.21
554,Ideal,G,VS2,61.5,57.0,7179,6.43,6.49,3.97
555,Ideal,G,IF,60.7,56.0,648,4.1,4.17,2.51
556,Ideal,I,SI2,61.9,57.0,2910,6.19,6.13,3.81
557,Good,D,SI1,63.4,57.0,4380,6.07,6.11,3.86
558,Premium,E,SI1,61.9,58.0,4482,6.22,6.18,3.84
559,Very Good,D,SI2,63.0,59.0,3706,6.05,6.15,3.84
560,Premium,E,SI1,61.7,56.0,2516,5.78,5.73,3.55
561,Ideal,G,SI1,61.3,56.0,607,4.61,4.65,2.84
562,Premium,E,SI1,60.1,60.0,970,4.82,4.79,2.89
563,,D,VS2,61.9,55.0,911,4.33,4.29,2.67
564,,E,SI1,61.8,57.0,1607,5.37,5.4,3.33
565,Premium,I,VS2,62.1,58.0,7756,7.43,7.36,4.59
566,Premium,G,VS2,61.8,58.0,8530,7.03,6.98,4.33
567,Ideal,H,VS2,62.8,55.0,2607,5.66,5.65,3.55
568,Very Good,H,SI1,62.1,56.0,6194,6.75,6.8,4.21
569,Ideal,D,VS1,62.4,55.0,1934,5.02,5.04,3.14
570,Premium,H,SI1,,59.0,5439,6.79,,3.98
571,Ideal,F,SI2,61.7,55.0,699,4.86,4.9,3.01
572,Ideal,G,VVS1,61.7,55.0,1164,4.57,4.6,2.83
573,Ideal,G,VS2,61.9,56.0,6439,6.43,6.47,3.99
574,Premium,G,VS2,61.9,58.0,1636,5.22,5.18,3.22
575,Very Good,I,VS2,61.7,59.0,6884,7.04,7.09,4.36
576,Very Good,F,VS1,62.8,57.0,9586,6.75,6.78,4.25
577,Premium,H,SI2,62.2,57.0,2234,5.8,5.75,3.59
578,Premium,E,VS2,,59.0,6606,6.37,,3.98
579,Ideal,I,VVS1,61.1,55.0,1744,5.35,5.32,3.26
580,Very Good,H,VS2,60.3,58.0,8261,7.07,7.09,4.27
581,,G,VS2,62.1,57.0,744,4.46,4.43,2.76
582,Premium,H,SI1,61.1,60.0,17849,8.16,8.12,4.97
583,Very Good,D,VS2,59.0,58.0,931,4.93,4.96,2.92
584,Premium,E,SI1,59.2,60.0,5655,6.55,6.52,3.87
585,Very Good,F,SI1,62.5,56.0,792,4.81,4.86,3.02
586,Ideal,E,VS2,62.6,55.0,1781,5.1,5.09,3.19
587,Ideal,H,VS1,,57.0,1848,5.24,,3.2
588,Fair,H,VS2,66.9,63.0,4166,6.18,6.08,4.1
589,,G,VS2,60.8,59.0,18691,7.3,7.38,4.46
590,Ideal,H,VVS1,62.2,55.0,9572,6.97,7.02,4.35
591,Ideal,I,VS2,62.4,57.0,9604,7.45,7.51,4.67
592,Premium,F,SI2,58.1,58.0,4319,6.79,6.73,3.93
593,Ideal,D,SI1,60.6,55.0,1026,4.99,4.97,3.02
594,Very Good,G,VS2,61.6,56.0,12730,7.37,7.44,4.56
595,Premium,D,SI1,61.6,58.0,1614,5.37,5.34,3.3
596,Ideal,G,SI2,62.6,57.0,4371,6.45,6.42,4.03
597,Ideal,J,SI2,62.1,57.0,16914,8.83,8.89,5.5
598,Very Good,G,VS2,59.9,60.0,5759,6.47,6.52,3.89
599,Very Good,I,SI2,63.3,56.0,12100,8.2,8.16,5.18
600,Ideal,D,SI2,61.8,57.0,668,4.57,4.53,2.81
601,Very Good,E,SI1,62.8,57.0,773,4.77,4.82,3.01
602,Ideal,I,VVS2,62.3,54.0,2420,5.73,5.77,3.58
603,,D,VS2,61.0,57.0,1832,5.18,5.15,3.15
604,Very Good,H,SI1,61.0,59.0,3447,6.09,6.17,3.74
605,Premium,D,SI1,61.0,60.0,1688,5.17,5.15,3.15
606,Very Good,E,VVS1,61.3,56.0,659,4.1,4.15,2.53
607,Premium,I,SI2,62.4,58.0,3238,6.31,6.25,3.92
608,Ideal,G,VS1,61.5,55.0,6831,6.54,6.54,4.02
609,,H,SI1,61.5,59.0,6159,6.82,6.73,4.17
610,Premium,H,VS2,61.0,60.0,700,4.62,4.66,2.83
611,,H,VS2,62.5,56.0,1349,4.98,5.13,3.16
612,Ideal,G,VVS2,60.7,55.0,1103,4.88,4.87,2.96
613,Premium,G,SI1,62.6,58.0,1250,5.13,5.1,3.2
614,Ideal,E,VS2,62.1,55.0,1727,5.2,5.17,3.22
615,Ideal,F,VVS2,62.8,55.0,9317,6.69,6.6,4.17
616,Premium,I,VVS1,,58.0,803,4.53,,2.77
617,,G,SI1,60.6,57.0,2793,5.98,6.06,3.65
618,Ideal,I,SI2,61.7,57.0,4612,6.89,6.83,4.23
619,Ideal,I,VVS2,62.1,54.0,598,4.52,4.56,2.82
620,Premium,D,VVS2,61.3,58.0,9661,6.42,6.37,3.92
621,Premium,F,VS2,62.2,57.0,854,4.44,4.4,2.75
622,,I,IF,61.7,56.0,655,4.39,4.42,2.72
623,,G,VVS1,62.3,57.0,957,4.44,4.45,2.77
624,Premium,F,IF,60.7,59.0,1121,4.39,4.37,2.66
625,Ideal,G,VVS1,62.1,56.0,3001,5.43,5.43,3.37
626,Premium,G,VS2,60.4,58.0,6445,6.76,6.72,4.07
627,Premium,I,IF,61.9,59.0,864,4.38,4.37,2.71
628,,H,VS1,63.6,55.0,4685,6.15,6.11,3.9
629,Good,F,VS2,57.8,60.0,2800,5.91,5.86,3.4
630,Premium,H,VS2,62.3,58.0,4412,6.46,6.35,3.99
631,Premium,G,VVS2,60.2,61.0,3000,5.73,5.66,3.43
632,,H,SI1,63.1,57.0,1089,5.11,5.12,3.23
633,Very Good,I,IF,61.5,56.0,2067,5.57,5.65,3.45
634,Very Good,H,VVS2,62.5,56.0,578,4.33,4.37,2.72
635,Ideal,E,SI1,,54.0,532,4.39,,2.74
636,Premium,F,SI2,63.0,56.0,1225,5.34,5.26,3.34
637,Good,E,SI1,64.2,56.0,682,4.65,4.7,3.0
638,Very Good,D,VS1,61.4,62.0,7567,6.34,6.37,3.9
639,,E,VS1,61.4,58.0,7420,6.45,6.42,3.95
640,Very Good,G,VS1,59.8,58.0,5572,6.39,6.41,3.83
641,Ideal,H,IF,60.7,57.0,959,4.51,4.49,2.73
642,Very Good,I,SI1,62.2,58.0,3580,6.13,6.18,3.83
643,Good,G,IF,64.0,58.0,988,4.29,4.27,2.74
644,Ideal,D,SI1,61.7,56.0,1671,5.4,5.43,3.34
645,Ideal,G,IF,61.6,55.0,1074,4.57,4.59,2.82
646,Ideal,G,SI1,60.6,56.0,1371,5.21,5.28,3.18
647,Good,G,VS2,63.0,58.0,491,4.23,4.28,2.68
648,Premium,H,SI2,62.0,58.0,4704,6.73,6.65,4.15
649,Premium,G,VVS1,62.2,59.0,816,4.34,4.38,2.71
650,Very Good,E,VS2,61.1,61.0,1624,5.11,5.13,3.13
651,Very Good,F,SI2,,59.0,4223,6.6,,3.97
652,Very Good,F,SI1,57.9,61.0,489,4.38,4.49,2.57
653,Good,F,VVS2,62.5,65.0,2280,5.1,5.17,3.21
654,Ideal,I,VS2,61.7,57.0,630,4.55,4.53,2.8
655,Premium,D,VS2,59.5,60.0,7280,6.71,6.71,3.99
656,Ideal,F,SI2,61.9,57.0,2058,5.74,5.79,3.57
657,Very Good,D,VS2,60.7,56.0,1759,5.15,5.16,3.13
658,Ideal,H,VS1,61.6,57.0,6317,6.47,6.43,3.97
659,,F,SI1,62.3,57.0,944,4.74,4.67,2.93
660,Very Good,D,SI1,62.0,59.0,626,4.43,4.47,2.76
661,Ideal,G,SI2,61.4,57.0,4455,6.52,6.5,4.0
662,Ideal,H,VS2,60.7,57.0,509,4.19,4.15,2.53
663,,H,VVS1,63.8,59.0,4847,6.1,6.12,3.9
664,Very Good,J,VS2,61.7,57.0,627,4.79,4.81,2.96
665,Ideal,G,VS1,,56.0,6066,6.37,,3.99
666,Ideal,E,VS2,61.4,55.0,17825,7.6,7.62,4.67
667,Premium,H,SI2,61.8,60.0,4578,6.59,6.55,4.06
668,Very Good,D,SI1,62.3,58.0,681,4.57,4.61,2.86
669,Premium,F,VS2,61.9,59.0,1026,4.66,4.61,2.87
670,Very Good,D,SI1,59.4,62.0,4381,6.18,6.24,3.69
671,Premium,J,SI1,62.1,59.0,12978,8.13,8.04,5.02
672,Good,E,SI1,63.1,57.0,544,4.3,4.35,2.73
673,,I,VS1,62.7,58.0,10683,7.41,7.42,4.65
674,Ideal,F,VS2,,57.0,3007,5.71,,3.51
675,Good,E,VVS1,61.0,61.0,724,4.32,4.34,2.64
676,Ideal,D,VVS1,61.9,56.0,4320,5.52,5.56,3.43
677,Ideal,G,VVS2,61.9,56.0,2148,5.32,5.27,3.28
678,Premium,I,VVS2,62.1,58.0,544,4.29,4.34,2.68
679,,I,SI2,61.0,57.0,15647,8.27,8.32,5.06
680,Very Good,G,SI2,63.3,58.0,5551,6.82,6.76,4.3
681,Good,H,SI2,58.4,61.0,2475,6.02,6.07,3.53
682,Premium,H,SI2,60.6,59.0,4789,6.81,6.76,4.11
683,Ideal,H,SI1,61.4,55.0,4675,6.49,6.44,3.97
684,Very Good,F,SI2,62.7,59.0,4901,6.33,6.37,3.98
685,Very Good,H,SI2,62.5,60.0,3996,6.44,6.48,4.04
686,Ideal,E,VS2,63.1,55.0,975,4.71,4.71,2.97
687,Ideal,G,VS2,62.3,56.0,9522,7.57,7.49,4.69
688,Very Good,E,VVS1,60.0,61.0,1057,4.78,4.86,2.89
689,Ideal,F,SI1,60.9,57.0,3610,5.85,5.9,3.58
690,Premium,H,VS2,,58.0,5652,6.69,,4.08
691,Good,H,SI1,56.9,65.0,4086,6.59,6.48,3.72
692,Ideal,F,SI1,61.7,54.0,1016,4.91,4.85,3.01
693,Ideal,E,VVS2,62.3,58.0,1085,4.74,4.77,2.96
694,,H,SI1,63.4,57.0,1241,5.21,5.14,3.28
695,Premium,J,SI2,62.3,58.0,3119,6.42,6.36,3.98
696,Very Good,F,VS2,60.9,56.0,2269,5.45,5.46,3.32
697,Very Good,E,VS1,60.5,59.0,906,4.78,4.84,2.91
698,Very Good,J,VS1,62.0,58.0,2544,6.03,6.03,3.74
699,Ideal,D,SI2,62.1,55.0,449,4.38,4.41,2.73
700,Good,I,SI1,,60.0,4313,6.8,,3.92
701,Good,F,SI1,63.8,54.0,757,4.8,4.86,3.08
702,Very Good,D,SI2,,60.0,5042,6.56,,4.03
703,Premium,G,VS1,,59.0,1745,5.15,,3.12
704,Fair,H,SI1,64.9,57.0,3616,6.44,6.37,4.16
705,Premium,G,SI2,58.9,59.0,1637,5.74,5.7,3.37
706,Very Good,D,VS2,63.8,56.0,872,4.69,4.75,3.01
707,Good,E,VVS1,63.4,60.0,7214,6.06,6.12,3.86
708,Premium,J,SI1,,57.0,7254,7.45,,4.5
709,Ideal,H,VVS1,60.9,56.0,8508,6.66,6.75,4.08
710,Ideal,E,VS2,61.8,56.0,1689,5.11,5.18,3.18
711,Ideal,E,VVS1,62.1,54.0,906,4.47,4.48,2.78
712,Premium,G,VS2,61.6,59.0,12308,7.47,7.41,4.58
713,,D,SI1,63.1,55.0,732,4.34,4.31,2.73
714,Ideal,F,VS2,62.5,56.0,828,4.38,4.36,2.73
715,Ideal,F,VVS2,61.7,55.0,987,4.69,4.74,2.91
716,Premium,F,VS1,61.4,59.0,1838,5.14,5.09,3.14
717,Ideal,G,IF,62.0,56.0,939,4.38,4.46,2.74
718,Ideal,D,VVS1,,54.0,2906,5.17,,3.24
719,Ideal,G,VVS2,62.1,56.0,936,4.38,4.35,2.71
720,Premium,G,SI1,59.3,60.0,14918,8.19,8.13,4.84
721,Ideal,G,VVS2,62.4,57.0,15197,7.36,7.31,4.58
722,Very Good,G,VS1,60.6,56.0,585,4.36,4.38,2.65
723,Ideal,G,VVS1,62.3,53.0,815,4.42,4.44,2.76
724,Very Good,G,VS2,60.2,59.0,4503,6.22,6.28,3.76
725,Premium,F,SI2,60.5,57.0,2340,5.99,5.94,3.61
726,Premium,E,SI2,61.1,59.0,5032,6.65,6.6,4.05
727,Very Good,G,VVS2,62.1,57.0,431,3.91,3.91,2.43
728,Ideal,E,SI1,61.8,55.0,1586,5.2,5.25,3.23
729,Good,D,SI1,63.8,56.0,589,4.33,4.35,2.77
730,Ideal,G,VS2,61.2,57.0,1833,5.3,5.29,3.24
731,Ideal,E,SI2,62.9,57.0,4799,6.44,6.37,4.03
732,Premium,H,SI1,61.9,58.0,576,4.38,4.35,2.7
733,Fair,I,SI2,64.5,60.0,12591,7.93,7.82,5.08
734,Ideal,G,SI2,61.1,57.0,4586,6.63,6.69,4.07
735,Very Good,G,SI1,62.9,59.0,6733,6.84,6.89,4.32
736,Ideal,H,VS1,,56.0,464,4.16,,2.59
737,Ideal,G,VS1,,57.0,4479,6.17,,3.84
738,Premium,I,SI1,62.1,52.0,1922,5.7,5.67,3.53
739,,E,SI2,61.0,59.0,4486,6.59,6.6,4.02
740,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73
741,Ideal,E,VS2,61.7,55.0,1814,5.21,5.17,3.2
742,Fair,H,SI2,65.9,54.0,2823,6.04,5.98,3.96
743,Very Good,D,VS1,61.8,55.0,864,4.32,4.35,2.68
744,Ideal,D,SI1,61.4,56.0,1724,5.3,5.32,3.26
745,Ideal,F,SI1,62.6,55.0,2410,5.68,5.69,3.56
746,Ideal,F,VS2,62.7,56.0,6543,6.91,6.88,4.32
747,Premium,F,IF,61.0,59.0,874,4.35,4.37,2.66
748,Ideal,D,VS1,62.5,56.0,1170,4.68,4.63,2.91
749,,H,SI2,61.3,61.0,6979,7.32,7.27,4.47
750,Fair,D,SI2,58.1,60.0,2358,5.79,5.81,3.37
751,Premium,H,SI1,61.9,58.0,4932,6.49,6.44,4.0
752,Very Good,E,SI2,63.7,59.0,3947,6.21,6.28,3.98
753,,H,I1,60.1,60.0,806,5.5,5.44,3.29
754,Ideal,I,VS2,61.3,54.0,1216,5.29,5.35,3.26
755,Ideal,G,SI1,62.4,56.0,4665,6.35,6.35,3.96
756,,E,VS1,61.6,55.0,825,4.43,4.44,2.73
757,Premium,I,SI1,59.9,61.0,15615,8.35,8.25,4.97
758,,D,SI1,66.2,56.0,5122,6.05,6.09,4.02
759,Ideal,G,SI1,62.7,57.0,472,4.48,4.51,2.82
760,Premium,I,I1,59.5,60.0,2064,6.42,6.31,3.79
761,Ideal,D,VS2,62.1,55.0,636,4.33,4.36,2.7
762,Good,D,SI2,57.5,62.0,3909,6.61,6.6,3.8
763,,F,SI1,59.0,60.0,5713,6.56,6.49,3.85
764,Ideal,E,VVS2,62.0,54.0,843,4.4,4.44,2.74
765,Ideal,G,SI2,62.6,55.0,420,4.37,4.38,2.74
766,Ideal,F,VVS2,62.1,56.0,745,4.53,4.55,2.82
767,Ideal,G,VS2,62.7,57.0,7244,6.8,6.72,4.24
768,Ideal,H,VVS1,61.9,56.0,666,4.29,4.33,2.67
769,,F,SI2,63.4,55.0,2347,5.81,5.8,3.68
770,Ideal,I,VS1,60.9,57.0,2558,5.85,5.88,3.57
771,Ideal,D,VVS2,61.3,52.0,2897,5.3,5.34,3.26
772,,E,SI1,63.3,61.0,5175,6.34,6.26,3.99
773,,F,SI2,62.4,56.0,2841,5.95,6.01,3.73
774,Ideal,H,SI1,61.3,57.0,6255,6.95,6.89,4.24
775,Very Good,E,VS2,62.9,58.0,810,4.53,4.6,2.87
776,,F,VS2,59.3,60.7,2064,5.59,5.67,3.34
777,Ideal,G,VVS1,61.6,55.0,1179,4.81,4.87,2.98
778,Ideal,D,VS2,60.9,57.0,805,4.51,4.49,2.74
779,Ideal,D,VS2,61.8,56.0,781,4.4,4.43,2.73
780,Good,G,SI1,62.6,59.0,2209,5.57,5.64,3.51
781,Very Good,F,SI2,63.3,59.0,1059,4.9,4.87,3.09
782,Good,D,SI2,64.3,53.0,3965,6.35,6.27,4.06
783,Ideal,F,SI1,62.1,54.2,499,4.31,4.35,2.69
784,Good,E,SI1,63.3,55.0,5499,6.37,6.42,4.05
785,Very Good,E,VS2,,61.0,13757,7.22,,4.56
786,Ideal,J,VS1,62.0,57.0,5676,6.92,6.99,4.31
787,Ideal,D,SI1,62.6,57.0,1785,5.22,5.17,3.25
788,Very Good,E,SI2,61.1,58.0,3902,6.11,6.26,3.78
789,Ideal,H,VS2,62.0,55.0,457,4.32,4.32,2.68
790,Ideal,E,VS2,62.7,55.0,2690,5.75,5.73,3.6
791,,F,VS2,65.5,58.0,1403,5.08,5.03,3.31
792,Ideal,F,VS2,61.6,56.0,573,4.31,4.33,2.66
793,Premium,H,SI2,62.5,58.0,12940,8.14,8.02,5.05
794,,H,SI1,62.5,59.0,8815,7.15,7.24,4.5
795,Very Good,F,SI2,61.1,58.0,6149,7.0,7.02,4.28
796,Good,G,SI2,63.6,54.0,1029,5.05,5.07,3.22
797,Premium,H,SI2,62.6,58.0,15414,8.39,8.33,5.23
798,Ideal,I,SI2,62.2,53.0,895,5.1,5.15,3.19
799,Very Good,J,VS2,60.8,58.0,4816,6.88,6.91,4.19
800,Ideal,D,SI1,62.7,54.0,5946,6.52,6.55,4.1
801,Ideal,I,VS1,61.8,55.0,10851,7.38,7.4,4.57
802,Ideal,H,SI2,61.9,57.0,2299,5.66,5.72,3.52
803,Ideal,G,SI1,,56.0,7597,6.96,,4.31
804,Premium,J,VVS2,61.0,58.0,1416,5.49,5.56,3.37
